mapping_id,output_table,target_field,source_format,json_source_path,xml_source_path,transformation_or_derivation,overlap_or_conflict_rule,notebook_evidence
MAP-products-19,products,recyclable_packaging,XML,,ProductCatalogue/Product/Recyclable_Packaging,XML 'Y'/'N' and JSON native bool both become Python bool (§4.0.1 norm_bool).,TODO-YANDU,TODO-EVIDENCE
MAP-products-20,products,active_flag,XML,,ProductCatalogue/Product/Active_Flag,XML 'Y'/'N' and JSON native bool both become Python bool (§4.0.1 norm_bool).,TODO-YANDU,TODO-EVIDENCE
MAP-products-21,products,product_description_clean,derived,,ProductCatalogue/Product/Product_Description,TODO-SHAWN,TODO-YANDU,TODO-EVIDENCE
MAP-product_reviews-01,product_reviews,review_id,both,productReviews[].reviewID,ProductReviews/Review/Review_ID,Direct copy after deduplication. No case change; identifier padding preserved (dtype held as string through export).,TODO-YANDU,TODO-EVIDENCE
MAP-product_reviews-02,product_reviews,order_id,both,productReviews[].orderID,ProductReviews/Review/Order_ID,Direct copy after deduplication. No case change; identifier padding preserved (dtype held as string through export).,TODO-YANDU,TODO-EVIDENCE
MAP-product_reviews-03,product_reviews,order_item_id,both,productReviews[].orderItemID,ProductReviews/Review/Order_Item_ID,Direct copy after deduplication. No case change; identifier padding preserved (dtype held as string through export).,TODO-YANDU,TODO-EVIDENCE
MAP-product_reviews-04,product_reviews,product_id,both,productReviews[].productID,ProductReviews/Review/Product_ID,Direct copy after deduplication. No case change; identifier padding preserved (dtype held as string through export).,TODO-YANDU,TODO-EVIDENCE
MAP-product_reviews-05,product_reviews,customer_id,both,productReviews[].customerID,ProductReviews/Review/Customer_ID,Direct copy after deduplication. No case change; identifier padding preserved (dtype held as string through export).,TODO-YANDU,TODO-EVIDENCE
MAP-product_reviews-06,product_reviews,review_timestamp,both,productReviews[].reviewTimestamp,ProductReviews/Review/Review_Timestamp,"Parsed dayfirst for XML and ISO for JSON, held as a Timestamp through §4, emitted as YYYY-MM-DD HH:MM:SS at export (§4.0.1, §7).",TODO-YANDU,TODO-EVIDENCE
MAP-product_reviews-07,product_reviews,language_code,both,productReviews[].languageCode,ProductReviews/Review/Language_Code,Direct copy after deduplication. No case change; identifier padding preserved (dtype held as string through export).,TODO-YANDU,TODO-EVIDENCE
MAP-product_reviews-08,product_reviews,rating,both,productReviews[].rating,ProductReviews/Review/Rating,Cast to numeric (§4.0.1).,TODO-YANDU,TODO-EVIDENCE
MAP-product_reviews-09,product_reviews,review_title,both,productReviews[].reviewTitle,ProductReviews/Review/Review_Title,Direct copy after deduplication. No case change; identifier padding preserved (dtype held as string through export).,TODO-YANDU,TODO-EVIDENCE
MAP-product_reviews-10,product_reviews,review_body_clean,derived,productReviews[].reviewText,ProductReviews/Review/Review_Text,TODO-SHAWN,TODO-YANDU,TODO-EVIDENCE
MAP-product_reviews-11,product_reviews,review_body_latin_analysis,derived,productReviews[].reviewText,ProductReviews/Review/Review_Text,TODO-SHAWN,TODO-YANDU,TODO-EVIDENCE
MAP-product_reviews-12,product_reviews,verified_purchase,both,productReviews[].verifiedPurchase,ProductReviews/Review/Verified_Purchase,XML 'Y'/'N' and JSON native bool both become Python bool (§4.0.1 norm_bool).,TODO-YANDU,TODO-EVIDENCE
MAP-product_reviews-13,product_reviews,helpful_votes,both,productReviews[].helpfulVotes,ProductReviews/Review/Helpful_Votes,Cast to numeric (§4.0.1).,TODO-YANDU,TODO-EVIDENCE
MAP-product_reviews-14,product_reviews,review_length_chars,derived,productReviews[].reviewText,ProductReviews/Review/Review_Text,TODO-SHAWN,TODO-YANDU,TODO-EVIDENCE
MAP-product_reviews-15,product_reviews,review_word_count,derived,productReviews[].reviewText,ProductReviews/Review/Review_Text,TODO-SHAWN,TODO-YANDU,TODO-EVIDENCE
MAP-product_reviews-16,product_reviews,contains_non_latin_script,derived,productReviews[].reviewText,ProductReviews/Review/Review_Text,TODO-SHAWN,TODO-YANDU,TODO-EVIDENCE
MAP-product_reviews-17,product_reviews,extracted_order_reference,derived,productReviews[].reviewText,ProductReviews/Review/Review_Text,TODO-SHAWN,TODO-YANDU,TODO-EVIDENCE
MAP-product_reviews-18,product_reviews,extracted_product_sku,derived,productReviews[].reviewText,ProductReviews/Review/Review_Text,TODO-SHAWN,TODO-YANDU,TODO-EVIDENCE
MAP-product_reviews-19,product_reviews,delivery_experience,both,productReviews[].deliveryExperience,ProductReviews/Review/Delivery_Experience,Direct copy after deduplication. No case change; identifier padding preserved (dtype held as string through export).,TODO-YANDU,TODO-EVIDENCE
MAP-product_reviews-20,product_reviews,value_experience,both,productReviews[].valueExperience,ProductReviews/Review/Value_Experience,Direct copy after deduplication. No case change; identifier padding preserved (dtype held as string through export).,TODO-YANDU,TODO-EVIDENCE
MAP-product_reviews-21,product_reviews,writing_style,both,productReviews[].writingStyle,ProductReviews/Review/Writing_Style,Direct copy after deduplication. No case change; identifier padding preserved (dtype held as string through export).,TODO-YANDU,TODO-EVIDENCE
