order_item_id,order_id,product_id,quantity,unit_price,line_revenue
HITM0015130,HORD004812,PRD0647,2,2133.15,4266.3
HITM0003079,HORD000987,PRD0927,1,2435.38,2435.38
HITM0003080,HORD000987,PRD0442,1,1758.97,1758.97
HITM0003081,HORD000987,PRD0616,1,311.42,311.42
HITM0003082,HORD000987,PRD0526,2,208.36,416.72
HITM0007598,HORD002420,PRD0580,1,109.85,109.85
HITM0007599,HORD002420,PRD0679,1,864.47,864.47
HITM0007600,HORD002420,PRD0225,3,255.65,766.95
HITM0002365,HORD000766,PRD0177,1,1216.85,1216.85
HITM0002366,HORD000766,PRD0785,1,86.54,86.54
HITM0002367,HORD000766,PRD0660,1,137.13,137.13
HITM0002368,HORD000766,PRD0020,1,47.5,47.5
HITM0005287,HORD001689,PRD0932,2,447.1,894.2
HITM0005288,HORD001689,PRD0816,1,125.37,125.37
HITM0005289,HORD001689,PRD0984,1,3872.19,3872.19
HITM0005290,HORD001689,PRD0165,1,567.68,567.68
HITM0005291,HORD001689,PRD0589,3,671.85,2015.55
HITM0013199,HORD004199,PRD0456,1,690.03,690.03
HITM0013200,HORD004199,PRD0448,1,1025.21,1025.21
HITM0013201,HORD004199,PRD0858,1,179.07,179.07
HITM0015397,HORD004904,PRD0987,2,751.73,1503.46
HITM0015398,HORD004904,PRD0970,3,203.54,610.62
HITM0015399,HORD004904,PRD0581,3,1767.18,5301.54
HITM0009398,HORD002983,PRD0376,1,810.62,810.62
HITM0009399,HORD002983,PRD0202,1,1891.9,1891.9
HITM0009400,HORD002983,PRD0826,1,796.98,796.98
HITM0011588,HORD003689,PRD0595,1,108.82,108.82
HITM0011589,HORD003689,PRD0930,1,62.22,62.22
HITM0011590,HORD003689,PRD0509,1,246.73,246.73
HITM0002837,HORD000913,PRD0656,1,848.87,848.87
HITM0002838,HORD000913,PRD0188,1,370.0,370.0
HITM0011129,HORD003548,PRD0629,1,741.8,741.8
HITM0011130,HORD003548,PRD0896,1,452.47,452.47
HITM0011131,HORD003548,PRD0935,1,1070.56,1070.56
HITM0011132,HORD003548,PRD0899,2,180.25,360.5
HITM0013784,HORD004384,PRD0460,1,19.84,19.84
HITM0003274,HORD001053,PRD0716,1,300.2,300.2
HITM0005076,HORD001626,PRD0116,1,295.88,295.88
HITM0005077,HORD001626,PRD0095,1,699.82,699.82
HITM0005078,HORD001626,PRD0449,3,168.36,505.08
HITM0005079,HORD001626,PRD0707,1,2487.37,2487.37
HITM0005080,HORD001626,PRD0777,1,2576.34,2576.34
HITM0009726,HORD003091,PRD0515,1,987.71,987.71
HITM0009727,HORD003091,PRD0236,2,135.01,270.02
HITM0009728,HORD003091,PRD0012,2,426.8,853.6
HITM0009729,HORD003091,PRD0105,1,325.21,325.21
HITM0000809,HORD000263,PRD0139,2,877.46,1754.92
HITM0000810,HORD000263,PRD0369,1,429.26,429.26
HITM0000811,HORD000263,PRD0761,2,2263.02,4526.04
HITM0000812,HORD000263,PRD0429,1,251.33,251.33
HITM0004554,HORD001460,PRD0121,1,3142.89,3142.89
HITM0004555,HORD001460,PRD0527,1,1407.36,1407.36
HITM0009051,HORD002872,PRD0028,1,855.88,855.88
HITM0009052,HORD002872,PRD0077,1,2379.38,2379.38
HITM0009053,HORD002872,PRD0106,2,385.13,770.26
HITM0014699,HORD004674,PRD0305,1,387.39,387.39
HITM0014700,HORD004674,PRD0886,2,59.21,118.42
HITM0014701,HORD004674,PRD0837,1,2447.06,2447.06
HITM0012839,HORD004091,PRD0203,1,427.62,427.62
HITM0012840,HORD004091,PRD0550,1,112.99,112.99
HITM0012841,HORD004091,PRD0392,3,827.61,2482.83
HITM0012842,HORD004091,PRD0142,1,1724.25,1724.25
HITM0009988,HORD003176,PRD0758,1,165.39,165.39
HITM0009989,HORD003176,PRD0679,1,864.47,864.47
HITM0009990,HORD003176,PRD0927,1,2435.38,2435.38
HITM0009991,HORD003176,PRD0885,1,1136.58,1136.58
HITM0009992,HORD003176,PRD0876,1,228.97,228.97
HITM0000399,HORD000135,PRD0214,1,753.54,753.54
HITM0000400,HORD000135,PRD0023,1,688.53,688.53
HITM0000401,HORD000135,PRD0037,1,2028.72,2028.72
HITM0001421,HORD000456,PRD0959,1,1028.98,1028.98
HITM0001422,HORD000456,PRD0675,1,927.62,927.62
HITM0001423,HORD000456,PRD0020,1,47.5,47.5
HITM0001424,HORD000456,PRD0840,1,164.29,164.29
HITM0001197,HORD000386,PRD0875,1,243.6,243.6
HITM0001198,HORD000386,PRD0587,1,2586.72,2586.72
HITM0001199,HORD000386,PRD0043,1,1338.85,1338.85
HITM0006770,HORD002160,PRD0640,2,215.9,431.8
HITM0006771,HORD002160,PRD0116,1,295.88,295.88
HITM0006772,HORD002160,PRD0876,1,228.97,228.97
HITM0015451,HORD004921,PRD0293,1,1383.27,1383.27
HITM0015452,HORD004921,PRD0247,1,1770.54,1770.54
HITM0015453,HORD004921,PRD0654,1,864.76,864.76
HITM0005764,HORD001846,PRD0910,1,53.54,53.54
HITM0005765,HORD001846,PRD0153,2,638.8,1277.6
HITM0005766,HORD001846,PRD0729,1,496.66,496.66
HITM0005767,HORD001846,PRD0250,1,376.98,376.98
HITM0005768,HORD001846,PRD0940,1,51.08,51.08
HITM0014003,HORD004453,PRD0873,1,665.62,665.62
HITM0014004,HORD004453,PRD0902,2,307.82,615.64
HITM0014005,HORD004453,PRD0521,1,1257.03,1257.03
HITM0014006,HORD004453,PRD0762,1,1016.52,1016.52
HITM0007746,HORD002462,PRD0409,1,200.48,200.48
HITM0007747,HORD002462,PRD0280,1,105.66,105.66
HITM0007748,HORD002462,PRD0188,1,370.0,370.0
HITM0003408,HORD001098,PRD0716,1,300.2,300.2
HITM0003409,HORD001098,PRD0258,1,133.79,133.79
HITM0001500,HORD000484,PRD0484,1,1342.84,1342.84
HITM0001501,HORD000484,PRD0257,2,637.63,1275.26
HITM0003097,HORD000992,PRD0926,1,546.12,546.12
HITM0003098,HORD000992,PRD0293,1,1383.27,1383.27
HITM0003099,HORD000992,PRD0607,1,113.06,113.06
HITM0010551,HORD003357,PRD0867,1,111.69,111.69
HITM0010552,HORD003357,PRD0436,1,180.16,180.16
HITM0012186,HORD003889,PRD0612,1,385.34,385.34
HITM0012187,HORD003889,PRD0550,1,112.99,112.99
HITM0012547,HORD004004,PRD0621,1,3087.07,3087.07
HITM0012548,HORD004004,PRD0002,1,455.28,455.28
HITM0012549,HORD004004,PRD0495,2,752.39,1504.78
HITM0003986,HORD001282,PRD0233,1,1369.87,1369.87
HITM0003987,HORD001282,PRD0121,1,3142.89,3142.89
HITM0003988,HORD001282,PRD0987,1,751.73,751.73
HITM0003989,HORD001282,PRD0381,1,2181.63,2181.63
HITM0001086,HORD000352,PRD0449,2,168.36,336.72
HITM0001087,HORD000352,PRD0795,2,841.05,1682.1
HITM0001088,HORD000352,PRD0970,1,203.54,203.54
HITM0000822,HORD000267,PRD0337,1,842.79,842.79
HITM0000823,HORD000267,PRD0135,1,1040.75,1040.75
HITM0000824,HORD000267,PRD0694,2,2715.4,5430.8
HITM0010562,HORD003361,PRD0258,1,133.79,133.79
HITM0010563,HORD003361,PRD0284,1,600.42,600.42
HITM0010564,HORD003361,PRD0819,1,191.18,191.18
HITM0010565,HORD003361,PRD0470,1,91.58,91.58
HITM0006420,HORD002053,PRD0095,1,699.82,699.82
HITM0004898,HORD001569,PRD0424,2,937.77,1875.54
HITM0004899,HORD001569,PRD0676,1,45.2,45.2
HITM0010676,HORD003399,PRD0415,1,111.92,111.92
HITM0010677,HORD003399,PRD0858,2,179.07,358.14
HITM0010678,HORD003399,PRD0388,1,652.95,652.95
HITM0002475,HORD000803,PRD0626,1,521.1,521.1
HITM0002476,HORD000803,PRD0509,1,246.73,246.73
HITM0002477,HORD000803,PRD0612,2,385.34,770.68
HITM0002478,HORD000803,PRD0508,2,513.6,1027.2
HITM0002479,HORD000803,PRD0659,3,725.61,2176.83
HITM0009132,HORD002899,PRD0610,1,347.23,347.23
HITM0009133,HORD002899,PRD0316,1,816.98,816.98
HITM0009134,HORD002899,PRD0042,2,1480.28,2960.56
HITM0004951,HORD001586,PRD0286,1,725.81,725.81
HITM0004952,HORD001586,PRD0990,3,114.18,342.54
HITM0004953,HORD001586,PRD0168,1,341.32,341.32
HITM0004954,HORD001586,PRD0813,1,326.38,326.38
HITM0004955,HORD001586,PRD0845,1,323.81,323.81
HITM0013452,HORD004279,PRD0325,1,161.7,161.7
HITM0013453,HORD004279,PRD0734,1,1722.21,1722.21
HITM0005978,HORD001911,PRD0266,1,189.02,189.02
HITM0005979,HORD001911,PRD0904,2,3664.33,7328.66
HITM0005980,HORD001911,PRD0964,1,1776.26,1776.26
HITM0014233,HORD004529,PRD0505,1,350.13,350.13
HITM0014234,HORD004529,PRD0067,1,374.02,374.02
HITM0011102,HORD003539,PRD0623,1,442.62,442.62
HITM0011103,HORD003539,PRD0876,1,228.97,228.97
HITM0011104,HORD003539,PRD0594,2,2821.84,5643.68
HITM0011105,HORD003539,PRD0845,2,323.81,647.62
HITM0003100,HORD000993,PRD0081,1,3046.5,3046.5
HITM0003101,HORD000993,PRD0106,1,385.13,385.13
HITM0003102,HORD000993,PRD0470,1,91.58,91.58
HITM0013859,HORD004406,PRD0246,1,362.52,362.52
HITM0013860,HORD004406,PRD0436,1,180.16,180.16
HITM0013861,HORD004406,PRD0047,2,64.28,128.56
HITM0007752,HORD002464,PRD0855,2,552.31,1104.62
HITM0004722,HORD001515,PRD0271,1,1523.72,1523.72
HITM0004723,HORD001515,PRD0392,1,827.61,827.61
HITM0004724,HORD001515,PRD0815,1,261.87,261.87
HITM0008714,HORD002766,PRD0737,1,420.63,420.63
HITM0008715,HORD002766,PRD0607,2,113.06,226.12
HITM0008716,HORD002766,PRD0872,1,796.81,796.81
HITM0008717,HORD002766,PRD0209,2,164.63,329.26
HITM0008718,HORD002766,PRD0255,1,699.0,699.0
HITM0005197,HORD001662,PRD0080,1,60.33,60.33
HITM0015143,HORD004816,PRD0645,1,262.13,262.13
HITM0002428,HORD000784,PRD0812,1,1025.12,1025.12
HITM0002429,HORD000784,PRD0154,1,1129.84,1129.84
HITM0002430,HORD000784,PRD0833,2,1377.34,2754.68
HITM0008944,HORD002842,PRD0230,1,72.62,72.62
HITM0008945,HORD002842,PRD0131,1,1311.04,1311.04
HITM0008946,HORD002842,PRD0550,1,112.99,112.99
HITM0008947,HORD002842,PRD0964,1,1776.26,1776.26
HITM0008948,HORD002842,PRD0010,1,23.5,23.5
HITM0014913,HORD004743,PRD0513,1,1335.99,1335.99
HITM0004035,HORD001298,PRD0693,2,748.42,1496.84
HITM0004036,HORD001298,PRD0010,1,23.5,23.5
HITM0010150,HORD003228,PRD0112,1,387.62,387.62
HITM0015374,HORD004895,PRD0484,1,1342.84,1342.84
HITM0015375,HORD004895,PRD0118,1,148.01,148.01
HITM0004265,HORD001369,PRD0951,1,2323.13,2323.13
HITM0004266,HORD001369,PRD0782,2,483.91,967.82
HITM0004267,HORD001369,PRD0332,1,858.21,858.21
HITM0007220,HORD002302,PRD0116,1,295.88,295.88
HITM0006736,HORD002150,PRD0285,1,1110.14,1110.14
HITM0006737,HORD002150,PRD0709,1,320.78,320.78
HITM0006738,HORD002150,PRD0827,1,1819.32,1819.32
HITM0006739,HORD002150,PRD0001,1,2765.47,2765.47
HITM0006740,HORD002150,PRD0745,1,222.81,222.81
HITM0002911,HORD000937,PRD0060,1,170.83,170.83
HITM0002912,HORD000937,PRD0312,1,523.23,523.23
HITM0000555,HORD000182,PRD0530,1,14.38,14.38
HITM0000556,HORD000182,PRD0268,1,1094.58,1094.58
HITM0000557,HORD000182,PRD0912,1,1645.17,1645.17
HITM0010992,HORD003501,PRD0911,1,1497.3,1497.3
HITM0010993,HORD003501,PRD0614,1,2957.76,2957.76
HITM0002522,HORD000819,PRD0498,2,201.0,402.0
HITM0002523,HORD000819,PRD0999,1,626.07,626.07
HITM0002524,HORD000819,PRD0358,2,761.53,1523.06
HITM0002525,HORD000819,PRD0850,2,101.36,202.72
HITM0002526,HORD000819,PRD0785,1,86.54,86.54
HITM0006411,HORD002050,PRD0740,3,366.0,1098.0
HITM0006412,HORD002050,PRD0070,1,257.34,257.34
HITM0006413,HORD002050,PRD0211,1,901.64,901.64
HITM0010180,HORD003239,PRD0466,2,362.96,725.92
HITM0010181,HORD003239,PRD0142,1,1724.25,1724.25
HITM0010182,HORD003239,PRD0649,1,1282.36,1282.36
HITM0010183,HORD003239,PRD0489,2,1103.05,2206.1
HITM0010184,HORD003239,PRD0186,1,480.83,480.83
HITM0000965,HORD000312,PRD0742,1,338.72,338.72
HITM0000966,HORD000312,PRD0456,1,690.03,690.03
HITM0000967,HORD000312,PRD0825,2,363.11,726.22
HITM0000968,HORD000312,PRD0762,1,1016.52,1016.52
HITM0000969,HORD000312,PRD0592,1,301.86,301.86
HITM0001622,HORD000525,PRD0942,1,1694.84,1694.84
HITM0001623,HORD000525,PRD0600,1,62.84,62.84
HITM0001624,HORD000525,PRD0503,1,1009.94,1009.94
HITM0001625,HORD000525,PRD0440,1,413.05,413.05
HITM0001626,HORD000525,PRD0308,1,779.32,779.32
HITM0015400,HORD004905,PRD0690,1,115.07,115.07
HITM0015401,HORD004905,PRD0696,1,223.84,223.84
HITM0015402,HORD004905,PRD0919,2,1308.07,2616.14
HITM0013066,HORD004159,PRD0607,1,113.06,113.06
HITM0013485,HORD004292,PRD0591,1,2365.48,2365.48
HITM0013486,HORD004292,PRD0422,1,359.3,359.3
HITM0013487,HORD004292,PRD0632,1,372.28,372.28
HITM0004405,HORD001413,PRD0521,3,1257.03,3771.09
HITM0004406,HORD001413,PRD0997,1,602.38,602.38
HITM0004407,HORD001413,PRD0080,1,60.33,60.33
HITM0004408,HORD001413,PRD0971,1,1257.81,1257.81
HITM0004409,HORD001413,PRD0349,1,1342.94,1342.94
HITM0008653,HORD002749,PRD0825,1,363.11,363.11
HITM0008654,HORD002749,PRD0656,1,848.87,848.87
HITM0008655,HORD002749,PRD0160,2,361.95,723.9
HITM0008656,HORD002749,PRD0710,1,193.26,193.26
HITM0001649,HORD000533,PRD0831,1,1542.33,1542.33
HITM0001650,HORD000533,PRD0736,1,508.97,508.97
HITM0001651,HORD000533,PRD0513,3,1335.99,4007.97
HITM0014844,HORD004722,PRD0024,1,2921.86,2921.86
HITM0014845,HORD004722,PRD0770,1,116.43,116.43
HITM0006857,HORD002188,PRD0072,1,1642.51,1642.51
HITM0006858,HORD002188,PRD0143,1,1276.25,1276.25
HITM0006859,HORD002188,PRD0506,1,551.69,551.69
HITM0006960,HORD002222,PRD0808,1,601.58,601.58
HITM0006961,HORD002222,PRD0801,1,2900.31,2900.31
HITM0006962,HORD002222,PRD0907,1,130.49,130.49
HITM0007773,HORD002471,PRD0439,1,74.96,74.96
HITM0007774,HORD002471,PRD0857,1,160.36,160.36
HITM0007775,HORD002471,PRD0737,1,420.63,420.63
HITM0007776,HORD002471,PRD0448,1,1025.21,1025.21
HITM0011381,HORD003624,PRD0272,1,1161.16,1161.16
HITM0011382,HORD003624,PRD0465,1,61.33,61.33
HITM0011383,HORD003624,PRD0789,1,416.43,416.43
HITM0006218,HORD001988,PRD0726,1,357.63,357.63
HITM0006219,HORD001988,PRD0768,2,435.51,871.02
HITM0006220,HORD001988,PRD0079,1,211.65,211.65
HITM0008988,HORD002855,PRD0170,2,90.68,181.36
HITM0008989,HORD002855,PRD0804,2,1211.99,2423.98
HITM0008990,HORD002855,PRD0973,2,703.36,1406.72
HITM0008991,HORD002855,PRD0788,1,699.94,699.94
HITM0004136,HORD001330,PRD0692,1,1859.26,1859.26
HITM0004137,HORD001330,PRD0752,2,1670.56,3341.12
HITM0004138,HORD001330,PRD0621,1,3087.07,3087.07
HITM0004139,HORD001330,PRD0114,1,3925.54,3925.54
HITM0003891,HORD001255,PRD0868,1,1088.06,1088.06
HITM0003892,HORD001255,PRD0787,2,189.07,378.14
HITM0014941,HORD004753,PRD0249,1,871.19,871.19
HITM0014942,HORD004753,PRD0681,1,1086.83,1086.83
HITM0014943,HORD004753,PRD0923,1,1251.17,1251.17
HITM0012325,HORD003936,PRD0999,1,626.07,626.07
HITM0012326,HORD003936,PRD0490,2,289.49,578.98
HITM0000230,HORD000079,PRD0982,2,885.27,1770.54
HITM0000231,HORD000079,PRD0669,1,271.59,271.59
HITM0000232,HORD000079,PRD0635,1,809.45,809.45
HITM0000233,HORD000079,PRD0683,2,704.09,1408.18
HITM0000277,HORD000092,PRD0354,1,1130.05,1130.05
HITM0000278,HORD000092,PRD0475,1,559.21,559.21
HITM0000279,HORD000092,PRD0020,1,47.5,47.5
HITM0000421,HORD000143,PRD0924,1,2237.68,2237.68
HITM0000422,HORD000143,PRD0456,1,690.03,690.03
HITM0004981,HORD001595,PRD0280,2,105.66,211.32
HITM0004982,HORD001595,PRD0316,1,816.98,816.98
HITM0010661,HORD003395,PRD0708,1,1076.81,1076.81
HITM0010662,HORD003395,PRD0557,1,114.56,114.56
HITM0010663,HORD003395,PRD0351,2,1461.95,2923.9
HITM0004605,HORD001477,PRD0043,2,1338.85,2677.7
HITM0004606,HORD001477,PRD0389,1,562.64,562.64
HITM0004607,HORD001477,PRD0416,1,749.76,749.76
HITM0015547,HORD004953,PRD0836,1,70.78,70.78
HITM0008536,HORD002714,PRD0231,1,1774.07,1774.07
HITM0008537,HORD002714,PRD0486,1,706.44,706.44
HITM0008138,HORD002590,PRD0048,1,165.15,165.15
HITM0008139,HORD002590,PRD0589,2,671.85,1343.7
HITM0008140,HORD002590,PRD0187,1,2390.01,2390.01
HITM0008141,HORD002590,PRD0053,2,1237.48,2474.96
HITM0011623,HORD003702,PRD0504,1,3243.43,3243.43
HITM0011624,HORD003702,PRD0559,1,531.55,531.55
HITM0011625,HORD003702,PRD0135,2,1040.75,2081.5
HITM0004599,HORD001475,PRD0089,2,739.15,1478.3
HITM0004600,HORD001475,PRD0413,1,420.29,420.29
HITM0004601,HORD001475,PRD0827,1,1819.32,1819.32
HITM0003012,HORD000967,PRD0374,1,772.23,772.23
HITM0003013,HORD000967,PRD0820,1,109.62,109.62
HITM0003014,HORD000967,PRD0790,1,356.37,356.37
HITM0011042,HORD003518,PRD0860,2,113.03,226.06
HITM0011043,HORD003518,PRD0540,2,16.38,32.76
HITM0011044,HORD003518,PRD0280,1,105.66,105.66
HITM0005687,HORD001819,PRD0901,1,2926.07,2926.07
HITM0005688,HORD001819,PRD0432,1,390.19,390.19
HITM0005689,HORD001819,PRD0098,1,560.95,560.95
HITM0005353,HORD001708,PRD0419,1,100.25,100.25
HITM0004655,HORD001493,PRD0905,1,958.12,958.12
HITM0013050,HORD004153,PRD0989,1,359.81,359.81
HITM0015378,HORD004897,PRD0893,3,1076.78,3230.34
