mapping_id,output_table,target_field,source_format,json_source_path,xml_source_path,transformation_or_derivation,overlap_or_conflict_rule,notebook_evidence
MAP-orders-11,orders,delivery_charges,both,orders[].header.deliveryCharges,Orders/Order/Header/Delivery_Charges,"Strip the AUD label and thousands separator, cast to float, round to two decimals (Section 4.0.1 norm_money, Section 4.0.3 money_round). The JSON arrives numeric; one function accepts both spellings.","Both files supply this table. Rows are concatenated, normalised, then reduced to one row per order_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.1
MAP-orders-12,orders,coupon_code,both,orders[].header.couponCode,Orders/Order/Header/Coupon_Code,"Direct copy. Missing is an empty string in the JSON and an empty element in the XML; both become the literal three-character 'NaN' sentinel, filled before any string cast (Section 4.1).","Both files supply this table. Rows are concatenated, normalised, then reduced to one row per order_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.1
MAP-orders-13,orders,coupon_discount,both,orders[].header.couponDiscount,Orders/Order/Header/Coupon_Discount,"Strip the per-cent sign and cast to float. Held as percentage points, not a fraction — the arithmetic in Section 4.1 divides by 100 (Section 4.0.1).","Both files supply this table. Rows are concatenated, normalised, then reduced to one row per order_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.1
MAP-orders-14,orders,tax_amount,both,orders[].header.taxAmount,Orders/Order/Header/Tax_Amount,"Recomputed as round(order_price / 11, 2) — the price already includes GST, so the tax is divided out rather than added on, and it is reported separately rather than added to order_total. Reconciled at tolerance 0.01 (Section 4.1, VAL-ARITH-04).","Both files supply this table. Rows are concatenated, normalised, then reduced to one row per order_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.1
MAP-orders-15,orders,order_total,both,orders[].header.orderTotal,Orders/Order/Header/Order_Total,"Recomputed as round(order_price x (1 - coupon_discount/100) + delivery_charges, 2), in that order: the discount is percentage points and applies before delivery, and GST is not added again. Reconciled at tolerance 0.01 (Section 4.1, VAL-ARITH-03).","Both files supply this table. Rows are concatenated, normalised, then reduced to one row per order_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.1
MAP-orders-16,orders,season,both,orders[].header.season,Orders/Order/Header/Season,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per order_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.1
MAP-orders-17,orders,expedited_delivery,both,orders[].header.expeditedDelivery,Orders/Order/Header/Expedited_Delivery,XML 'Y'/'N' and JSON native true/false both become a Python bool (Section 4.0.1 norm_bool).,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per order_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.1
MAP-orders-18,orders,customer_lat,both,orders[].header.customerLat,Orders/Order/Header/Customer_Lat,Cast to numeric (Section 4.0.1).,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per order_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.1
MAP-orders-19,orders,customer_long,both,orders[].header.customerLong,Orders/Order/Header/Customer_Long,Cast to numeric (Section 4.0.1).,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per order_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.1
MAP-orders-20,orders,device_type,both,orders[].header.deviceType,Orders/Order/Header/Device_Type,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per order_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.1
MAP-orders-21,orders,referral_source,both,orders[].header.referralSource,Orders/Order/Header/Referral_Source,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per order_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.1
MAP-orders-22,orders,customer_note_clean,derived,orders[].header.customerNote,Orders/Order/Header/Customer_Note,"clean_narrative_text(customer_note_raw). Decodes HTML entities, normalises to NFC, removes tags, the published bracketed markers, URLs, the PROMO wrapper with its code, the Reference and SKU wrappers, the two hashtag/handle markers and Unicode symbol characters, then lower-cases and collapses whitespace. Missing becomes 'NaN' (Sections 3.1, 4.1).","Computed after deduplication from the canonical row, so it is never compared across sources in its own right: it inherits the overlap rule of customerNote, the raw field it is computed from (Section 5).",Section 4.1 (functions Section 3.1)
MAP-orders-23,orders,promo_code,derived,orders[].header.customerNote,Orders/Order/Header/Customer_Note,"extract_promo_code(customer_note_raw), read from the raw note before cleaning removes the marker. Matches a standalone B1-B5 SAVE code with exactly two digits, bounded so a neighbouring letter, digit, hyphen or underscore rejects it; upper-cased, else 'NaN' (Sections 3.1, 4.1). Cross-checked against the structured coupon_code column (VAL-TEXT-13).","Computed after deduplication from the canonical row, so it is never compared across sources in its own right: it inherits the overlap rule of customerNote, the raw field it is computed from (Section 5).",Section 4.1 (functions Section 3.1)
MAP-order_items-01,order_items,order_item_id,both,orders[].shoppingCart[].orderItemID,Orders/Order/Shopping_Cart/Item/Order_Item_ID,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per order_item_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.2
MAP-order_items-02,order_items,order_id,both,orders[].shoppingCart[].orderID,Orders/Order/Shopping_Cart/Item/Order_ID,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per order_item_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.2
MAP-order_items-03,order_items,product_id,both,orders[].shoppingCart[].productID,Orders/Order/Shopping_Cart/Item/Product_ID,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per order_item_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.2
MAP-order_items-04,order_items,quantity,both,orders[].shoppingCart[].quantity,Orders/Order/Shopping_Cart/Item/Quantity,Cast to numeric (Section 4.0.1).,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per order_item_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.2
MAP-order_items-05,order_items,unit_price,both,orders[].shoppingCart[].unitPrice,Orders/Order/Shopping_Cart/Item/Unit_Price,"Strip the AUD label and thousands separator, cast to float, round to two decimals (Section 4.0.1 norm_money, Section 4.0.3 money_round). The JSON arrives numeric; one function accepts both spellings.","Both files supply this table. Rows are concatenated, normalised, then reduced to one row per order_item_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.2
MAP-order_items-06,order_items,line_revenue,both,orders[].shoppingCart[].lineRevenue,Orders/Order/Shopping_Cart/Item/Line_Revenue,"Recomputed as round(quantity x unit_price, 2) from the normalised columns; the source value is not copied. Reconciled against the source at the published tolerance 0.01 (Section 4.2, VAL-ARITH-01).","Both files supply this table. Rows are concatenated, normalised, then reduced to one row per order_item_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.2
MAP-customers-01,customers,customer_id,JSON,customerProfiles[].customerID,,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the JSON file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(customer_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.3
MAP-customers-02,customers,signup_date,JSON,customerProfiles[].signupDate,,"Parsed day-first for the XML and ISO for the JSON, held as a Timestamp through Section 4, emitted as YYYY-MM-DD at export (Section 4.0.1, Section 7).","This table is supplied by the JSON file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(customer_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.3
MAP-customers-03,customers,loyalty_tier,JSON,customerProfiles[].loyaltyTier,,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the JSON file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(customer_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.3
MAP-customers-04,customers,customer_segment,JSON,customerProfiles[].customerSegment,,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the JSON file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(customer_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.3
MAP-customers-05,customers,age_band,JSON,customerProfiles[].ageBand,,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the JSON file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(customer_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.3
MAP-customers-06,customers,preferred_channel,JSON,customerProfiles[].preferredChannel,,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the JSON file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(customer_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.3
MAP-customers-07,customers,home_suburb,JSON,customerProfiles[].homeSuburb,,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the JSON file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(customer_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.3
MAP-customers-08,customers,prior_12m_orders,JSON,customerProfiles[].prior12MOrders,,Cast to numeric (Section 4.0.1).,"This table is supplied by the JSON file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(customer_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.3
MAP-customers-09,customers,lifetime_value_before_period,JSON,customerProfiles[].lifetimeValueBeforePeriod,,"Strip the AUD label and thousands separator, cast to float, round to two decimals (Section 4.0.1 norm_money, Section 4.0.3 money_round). The JSON arrives numeric; one function accepts both spellings.","This table is supplied by the JSON file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(customer_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.3
MAP-customers-10,customers,marketing_consent,JSON,customerProfiles[].marketingConsent,,XML 'Y'/'N' and JSON native true/false both become a Python bool (Section 4.0.1 norm_bool).,"This table is supplied by the JSON file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(customer_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.3
MAP-customers-11,customers,home_postcode,JSON,customerProfiles[].homePostcode,,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the JSON file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(customer_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.3
MAP-customers-12,customers,home_state,JSON,customerProfiles[].homeState,,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the JSON file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(customer_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.3
MAP-customers-13,customers,home_country,JSON,customerProfiles[].homeCountry,,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the JSON file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(customer_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.3
MAP-customers-14,customers,preferred_language,JSON,customerProfiles[].preferredLanguage,,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the JSON file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(customer_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.3
MAP-customers-15,customers,acquisition_source,JSON,customerProfiles[].acquisitionSource,,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the JSON file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(customer_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.3
MAP-customers-16,customers,account_status,JSON,customerProfiles[].accountStatus,,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the JSON file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(customer_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.3
MAP-customers-17,customers,preferred_device,JSON,customerProfiles[].preferredDevice,,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the JSON file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(customer_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.3
MAP-customers-18,customers,email_domain,JSON,customerProfiles[].emailDomain,,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the JSON file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(customer_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.3
MAP-customers-19,customers,household_size_band,JSON,customerProfiles[].householdSizeBand,,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the JSON file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(customer_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.3
MAP-customers-20,customers,contact_frequency_preference,JSON,customerProfiles[].contactFrequencyPreference,,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the JSON file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(customer_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.3
MAP-deliveries-01,deliveries,delivery_id,both,orders[].delivery.deliveryID,Orders/Order/Delivery/Delivery_ID,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per delivery_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.4
MAP-deliveries-02,deliveries,order_id,both,orders[].delivery.orderID,Orders/Order/Delivery/Order_ID,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per delivery_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.4
MAP-deliveries-03,deliveries,dispatch_date,both,orders[].delivery.dispatchDate,Orders/Order/Delivery/Dispatch_Date,"Parsed day-first for the XML and ISO for the JSON, held as a Timestamp through Section 4, emitted as YYYY-MM-DD at export (Section 4.0.1, Section 7).","Both files supply this table. Rows are concatenated, normalised, then reduced to one row per delivery_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.4
MAP-deliveries-04,deliveries,promised_date,both,orders[].delivery.promisedDate,Orders/Order/Delivery/Promised_Date,"Parsed day-first for the XML and ISO for the JSON, held as a Timestamp through Section 4, emitted as YYYY-MM-DD at export (Section 4.0.1, Section 7).","Both files supply this table. Rows are concatenated, normalised, then reduced to one row per delivery_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.4
MAP-deliveries-05,deliveries,delivered_date,both,orders[].delivery.deliveredDate,Orders/Order/Delivery/Delivered_Date,"Parsed day-first for the XML and ISO for the JSON, held as a Timestamp through Section 4, emitted as YYYY-MM-DD at export (Section 4.0.1, Section 7).","Both files supply this table. Rows are concatenated, normalised, then reduced to one row per delivery_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.4
MAP-deliveries-06,deliveries,carrier,both,orders[].delivery.carrier,Orders/Order/Delivery/Carrier,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per delivery_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.4
MAP-deliveries-07,deliveries,service_level,both,orders[].delivery.serviceLevel,Orders/Order/Delivery/Service_Level,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per delivery_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.4
MAP-deliveries-08,deliveries,delivery_status,both,orders[].delivery.deliveryStatus,Orders/Order/Delivery/Delivery_Status,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per delivery_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.4
MAP-deliveries-09,deliveries,delay_days,both,orders[].delivery.delayDays,Orders/Order/Delivery/Delay_Days,Cast to numeric (Section 4.0.1).,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per delivery_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.4
MAP-deliveries-10,deliveries,on_time_in_full,both,orders[].delivery.onTimeInFull,Orders/Order/Delivery/On_Time_In_Full,XML 'Y'/'N' and JSON native true/false both become a Python bool (Section 4.0.1 norm_bool).,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per delivery_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.4
